POST,avgage,avgwhite,avgtenure,avgorgfarir1,avgorgfair2,avgservlead1,avgpsm1,avgintfair2,avgintfair6,avgdiversityclimate1,avgdiversityclimate3,avgcontactpressure,avgarrestpressure,avgphysicalharm,avgverbalconfrontation,avgdobserved_excluded,avgobserved_discrimated,avgyou_excluded,avgyou_discrimated,orgfair1agree,orgfair2agree,servlead2agree,psm1agree,intfair2agree,intfair6agree,diversityclimate1agree,diversityclimate3agree,diversityclimate4agree,contactpressureagree,arrestpressureagree,physicalharmagree,verbalconfrontationagree,morale_3agree,morale_4agree,empower_2agree,work_helps_comm_2agree,force_policy_2agree,comm_citizen_3agree,force_policy_3agree,career_satisfactionagree,burnout_1agree,woman_not_suitableagree
109,45,0.7142857,12.2,2.666667,2.5,2.666667,3.833333,3.6,3.2,4.4,3.8,2.4,2.8,2,2.8,1,1,1,1,0.2857143,0.2857143,0.2857143,0.7142857,0.5714286,0.4285714,0.7142857,0.4285714,0.4285714,0.2857143,0.2857143,0.1428571,0.1428571,0,0.1428571,0.1428571,0.1428571,0.2857143,0,0,0.2857143,0,0.2857143
110,40.16667,1,19.83333,2,2,3.666667,3.833333,3.666667,3.5,4.666667,4.666667,2.166667,2,2.833333,2.5,1,1,1,1,0.1666667,0,0.6666667,0.8333333,0.6666667,0.6666667,1,1,0.8333333,0,0,0.5,0.1666667,0,0.3333333,0.3333333,0.5,0.5,0.1666667,0.1666667,0.3333333,0,0.3333333
112,44.25,1,20,2,2.25,3.5,4.5,3.75,3.25,4.75,4.75,2,2.5,2.75,1.75,1,1,1,1,0.25,0.25,0.5,1,0.75,0.5,1,1,0.5,0.25,0.25,0.25,0,0.5,0.5,1,0.25,0.75,0,0,0.5,0,0.5
114,40.6,0.7142857,15.5,2.3,2.2,4,4.2,3.8,3.7,4.333333,3.777778,1.3,1.6,3.2,2.4,0.9230769,0.9230769,0.8461539,0.8461539,0.0714286,0.1428571,0.5714286,0.6428571,0.5,0.4285714,0.5714286,0.4285714,0.2142857,0,0,0.4285714,0.0714286,0.3571429,0.6428571,0.7142857,0.5714286,0.5,0.2142857,0.1428571,0.5714286,0.2142857,0.5714286
115,35.8,0.6923077,12.55556,2.6,3,3.6,4.4,4.1,4.1,4,3.9,1.3,1.4,2.6,2.1,1,1,0.9090909,0.9090909,0.2307692,0.3846154,0.3846154,0.7692308,0.6923077,0.7692308,0.6923077,0.6153846,0.6153846,0,0,0.3076923,0,0.0769231,0.3846154,0.4615385,0.3076923,0.3846154,0.0769231,0.2307692,0.3846154,0,0.5384616
116,36.78571,1,12.13333,2.2,2.733333,4,4.285714,4.285714,4.285714,4.571429,4.214286,2.857143,2.714286,2.769231,2.076923,0.9090909,0.8181818,0.7272727,0.8181818,0.1333333,0.2666667,0.6666667,0.8666667,0.8,0.8,0.9333333,0.8,0.6,0.3333333,0.2,0.3333333,0,0.3333333,0.6666667,0.5333334,0.6,0.4666667,0.2,0.0666667,0.6666667,0,0.2666667
117,39.4,0.6666667,15.4,2.2,2.4,3.9,4.2,4.2,3.6,4.111111,4.222222,1.7,1.9,2.4,2.7,0.9230769,0.9230769,0.9230769,0.9230769,0.0666667,0.1333333,0.5333334,0.6,0.6666667,0.3333333,0.5333334,0.5333334,0.4666667,0.0666667,0.0666667,0.1333333,0.0666667,0.2666667,0.6,0.7333333,0.6,0.4,0.2,0.2,0.5333334,0,0.5333334
118,37.33333,0.6428571,14.77778,2.666667,3.333333,2.875,4.222222,3.333333,3.222222,4.222222,3.777778,1.888889,1.888889,2.555556,2.666667,1,1,0.9,1,0.2142857,0.2857143,0.1428571,0.5714286,0.2857143,0.2857143,0.5,0.4285714,0.3571429,0.0714286,0.0714286,0.2142857,0.0714286,0.1428571,0.3571429,0.5,0.2857143,0.3571429,0.0714286,0.0714286,0.2142857,0.1428571,0.5714286
119,36.46667,0.8823529,13.13333,2.625,2.8125,4,4.4375,4.3125,3.875,4.5625,3.9375,2.25,2.4375,2.75,2.125,0.9230769,0.8461539,0.9230769,0.9230769,0.2352941,0.3529412,0.7647059,0.9411765,0.8235294,0.7058824,0.8823529,0.7647059,0.7058824,0.0588235,0.0588235,0.3529412,0.0588235,0.4705882,0.5882353,0.6470588,0.6470588,0.2941177,0.4705882,0.4117647,0.5882353,0,0.5294118
123,46.3,0.9,15.1,3.111111,3.444444,3.444444,3.888889,3.8,4,4.3,3.8,2.3,3.1,3.2,2.5,1,0.6666667,1,1,0.3,0.5,0.6,0.8,0.8,0.9,1,0.8,0.6,0,0.3,0.6,0.2,0,0.1,0.2,0.1,0.3,0.1,0,0.2,0,0.2
124,35.57143,0.875,13,2.5,3.375,2.875,4.25,3.75,3.75,4.5,4.5,3.25,2.25,2.875,2.125,1,1,1,1,0.125,0.625,0.125,1,0.625,0.625,1,1,0.75,0.375,0.125,0.375,0,0.5,0.625,0.75,0.5,0.5,0.125,0,0.625,0,0.875
126,42,0.8,20.25,2.5,3,3.25,4.5,4.5,4.5,4.5,4.25,3.25,2.25,3,2.75,1,1,1,1,0,0.4,0.2,0.8,0.8,0.8,0.8,0.8,0.6,0.4,0,0,0.2,0.6,1,0.8,0.8,0.6,0,0,0.8,0,1
128,41.22222,0.6666667,16.44444,2.777778,2.777778,3.333333,4,3.444444,3.666667,4,3.888889,2.666667,2.333333,3.444444,2.555556,1,1,0.8888889,1,0.25,0.3333333,0.25,0.6666667,0.5,0.5833333,0.5833333,0.5833333,0.4166667,0.0833333,0.0833333,0.5,0,0.4166667,0.75,0.75,0.5,0.6666667,0,0.1666667,0.5,0,0.4166667
129,36.75,0.5384616,15.375,1.875,2.875,2.5,4.625,3.375,3.25,4.5,4.25,1.875,1.75,3.25,2.5,0.9230769,1,1,1,0,0.2307692,0.1538462,0.6153846,0.3076923,0.3076923,0.6153846,0.5384616,0.4615385,0,0,0.3076923,0.0769231,0.3846154,0.8461539,0.8461539,0.6923077,0.6153846,0.1538462,0.2307692,0.6153846,0.3846154,0.6923077
130,38,0.65,13.4375,2.333333,2.555556,3.166667,4.111111,3.611111,3.722222,3.944444,3.611111,2.555556,3,3,2.111111,0.8888889,0.8888889,0.7777778,0.7222222,0.15,0.25,0.35,0.75,0.55,0.65,0.7,0.5,0.55,0.2,0.25,0.4,0,0.2,0.6,0.7,0.25,0.5,0.05,0.2,0.5,0.05,0.65
131,33.875,0.5384616,11.625,3,3.5,3.375,4,3.75,3.625,4.5,3.75,3.25,3.25,2.125,2.25,1,1,0.9,1,0.2307692,0.3076923,0.3076923,0.4615385,0.3846154,0.3846154,0.6153846,0.3076923,0.1538462,0.2307692,0.2307692,0.0769231,0,0.1538462,0.4615385,0.5384616,0.6153846,0.3846154,0.1538462,0.3076923,0.2307692,0.1538462,0.6923077
132,37.27273,0.7692308,12.09091,2.090909,2.272727,3.181818,4.181818,4,3.818182,4.363636,4,2.090909,2.454545,2.818182,2.363636,1,1,1,1,0.0769231,0.1538462,0.2307692,0.7692308,0.6923077,0.5384616,0.8461539,0.6923077,0.6153846,0.0769231,0.0769231,0.4615385,0.0769231,0.3846154,0.6153846,0.6153846,0.3076923,0.4615385,0.2307692,0.3846154,0.6153846,0.0769231,0.5384616
133,36.8,0.3333333,11.4,3.4,3.2,2.6,4.2,3.4,3,4,3.8,1.5,1.5,2.25,2.75,1,1,1,1,0.25,0.1666667,0.0833333,0.3333333,0.3333333,0.1666667,0.3333333,0.25,0.25,0,0,0.0833333,0.0833333,0.1666667,0.3333333,0.6666667,0.4166667,0.5,0,0.0833333,0.4166667,0.1666667,0.6666667
137,46,0.6,22,1.75,1.5,3.5,4.5,4.75,4.75,3.75,4.75,1.5,1.5,2.25,2,0.5,0.5,0.5,0.5,0.2,0,0.4,0.6,0.8,0.8,0.6,0.8,0.8,0,0,0.2,0,0,0,0.4,0.4,0.4,0.2,0,0.2,0.2,0.2
138,35.85714,0.875,11.85714,1.857143,2,3.428571,4.571429,3.714286,3.857143,4.571429,3.571429,3.571429,3.285714,2.428571,1.857143,1,1,1,1,0,0.125,0.5,0.875,0.5,0.625,0.875,0.625,0.375,0.5,0.375,0.25,0,0.25,0.375,0.5,0.5,0.25,0,0.375,0.5,0,0.5
140,50,0.5,27,1,1,3,2,5,5,5,5,5,5,3,3,1,1,1,1,0,0,0,0,0.5,0.5,0.5,0.5,0,0.5,0.5,0,0,0.5,1,1,1,0,0,0.5,0.5,0,0
143,38.33333,0.7333333,14.41667,2.090909,2.545455,3.454545,4.181818,3.818182,3.909091,4.363636,4.181818,2.727273,2.727273,2.727273,2.272727,1,1,1,1,0.0666667,0.2,0.3333333,0.6666667,0.4666667,0.6,0.6666667,0.6666667,0.5333334,0.0666667,0.0666667,0.2,0,0.0666667,0.4,0.5333334,0.4666667,0.4666667,0.1333333,0.1333333,0.3333333,0.0666667,0.5333334
144,40.4,1,15.4,1.555556,2,2.888889,4.444445,3.444444,3.777778,4.222222,3.666667,1.666667,2,2.888889,2,0.6666667,0.6666667,0.6666667,0.6666667,0,0.1,0.4,0.9,0.5,0.7,0.8,0.6,0.6,0.1,0.1,0.5,0.1,0.1,0.3,0.3,0.2,0.2,0.2,0.1,0.3,0,0.2
145,39.83333,0.9166667,15.91667,2.25,2.666667,3.333333,4.166667,3.916667,3.916667,4.5,4.166667,2.166667,2.666667,3.166667,2.333333,1,1,1,1,0.1666667,0.25,0.4166667,0.9166667,0.75,0.6666667,0.9166667,0.9166667,0.6666667,0,0.1666667,0.5,0,0.0833333,0.4166667,0.5,0.5,0.5,0.0833333,0.0833333,0.25,0.0833333,0.25
146,36.23077,0.8666667,12.30769,2.571429,2.642857,3.785714,4.214286,3.928571,3.928571,4.357143,3.857143,1.857143,2.071429,2.714286,2.071429,1,1,1,1,0.2666667,0.2666667,0.5333334,0.8666667,0.6666667,0.7333333,0.8666667,0.8,0.5333334,0,0.1333333,0.2666667,0,0.1333333,0.3333333,0.6,0.4,0.4666667,0.1333333,0.0666667,0.4666667,0,0.5333334
147,32.54546,0.625,8.727273,2.928571,2.714286,3.642857,4.142857,3.785714,3.785714,4.428571,4.071429,2.928571,3.357143,3,2.642857,1,1,0.9090909,1,0.25,0.1875,0.5625,0.8125,0.625,0.625,0.8125,0.75,0.625,0.1875,0.375,0.375,0.125,0.25,0.5,0.625,0.4375,0.1875,0.1875,0.125,0.4375,0.125,0.375
148,43.66667,0.375,15.5,2.833333,3.333333,3.166667,4.333333,3.333333,3.333333,4.333333,4,1.333333,1.333333,2.5,1.666667,1,1,1,1,0.125,0.1875,0.125,0.375,0.125,0.25,0.375,0.3125,0.3125,0,0,0.1875,0,0.1875,0.6875,0.6875,0.625,0.1875,0.25,0.3125,0.4375,0.1875,0.4375
151,41.66667,1,18.66667,2.666667,3.166667,3.666667,3.666667,4.5,4.5,4,3.666667,3.5,3.5,3.5,3.5,1,1,1,1,0.3333333,0.5,0.6666667,0.8333333,1,1,0.8333333,0.8333333,0.6666667,0.5,0.5,0.5,0.5,0.1666667,0.1666667,0.1666667,0.1666667,0.1666667,0,0.1666667,0.1666667,0,0.1666667
152,45.25,0.6,21.25,2.75,2.75,3,4.25,3.75,3.25,4.5,4,3.5,3.5,3.25,3.5,1,1,1,1,0.2,0.2,0,0.8,0.6,0.4,0.8,0.8,0.6,0.4,0.4,0.2,0.4,0.2,0.2,0.4,0.2,0,0,0,0.2,0,0.4
153,44.6,1,25.8,3,3.6,4.4,4.2,4.4,4.6,4.6,4.2,3,3,3.8,2.8,1,1,1,1,0.4,0.6,1,1,1,1,1,0.6,1,0.4,0.4,0.6,0.2,0.2,0.2,0.2,0.2,0.2,0,0.2,0.2,0,0.2
154,48.5,0.75,25.75,1.75,2,3.25,4.5,4.25,4,4.25,4,2.5,2.25,2.75,2.75,,,,,0,0.25,0.5,1,1,1,1,0.75,0,0.25,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0
155,46.25,0.6,20.75,2.6,2.8,3.8,4.2,4.6,4.2,4,3.8,3.4,3.4,3.8,2.6,1,1,1,1,0,0.2,0.8,1,1,0.8,1,0.8,0.6,0.4,0.4,0.8,0.2,0.2,0.4,0.4,0.4,0,0,0,0.4,0,0.4
156,43.6,0.6,23,3,2.4,3.2,4.4,4.4,4,4.6,3.6,2.8,2.8,4,3,0,0,0,0,0.2,0.2,0.4,1,1,0.8,1,0.6,0.6,0.4,0.4,1,0.4,0.2,0.2,0.2,0.2,0,0,0,0.2,0,0.2
157,49.33333,0.75,25.33333,2.75,2.75,3.25,4,4.25,4.25,4.25,3.75,3.25,3.75,2.5,3,1,1,1,1,0.25,0.5,0.5,1,1,1,1,0.75,0.5,0.25,0.5,0,0.25,0.25,0.25,0.5,0.5,0.25,0,0,0.5,0,0.5
158,46.75,1,24,2,3.5,4,3.75,4.5,5,4.5,4.5,3,3,3.5,3.75,1,1,1,1,0,0.5,1,0.75,1,1,1,1,0.75,0.25,0.25,0.5,0.75,0,0.25,0.25,0,0.25,0,0,0.25,0,0.25
159,48,1,22,3,3,3.666667,4.333333,3.666667,3,4.666667,3.666667,2.666667,3,3.333333,3,1,1,1,1,0.6666667,0.3333333,0.6666667,1,0.3333333,0.3333333,1,0.6666667,0.6666667,0.3333333,0.3333333,0.3333333,0.3333333,0,0.3333333,0.3333333,0.3333333,0,0,0.3333333,0.3333333,0,0.3333333
161,50.66667,0.25,25,2.333333,1.333333,3.666667,5,4.333333,4.333333,5,5,5,5,3.333333,2.333333,1,1,1,1,0.25,0,0.25,0.75,0.75,0.75,0.75,0.75,0.5,0.75,0.75,0.25,0,0.25,0.75,0.75,0.5,0.75,0.25,0,0.5,0,0.75
162,,0,,4,4,4,4,4,4,4,4,4,4,3,4,,,,,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
165,41,1,21,4,3,3,4,4,4,5,5,5,5,3,4,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
166,41.125,0.6153846,17.125,2.5,3.125,3.5,4.375,4.125,4.125,4.25,3.625,3.125,3.5,3.5,3.25,1,0.875,1,1,0.1538462,0.3846154,0.3846154,0.5384616,0.5384616,0.5384616,0.5384616,0.3846154,0.3076923,0.3076923,0.3846154,0.3076923,0.2307692,0.3076923,0.4615385,0.5384616,0.3846154,0.4615385,0.0769231,0.0769231,0.3846154,0.0769231,0.5384616
169,44.6,0.8,22.8,3,3.2,4.4,4.6,4.6,5,4.6,4.6,3,4.2,3.4,2.6,1,1,1,1,0.4,0.4,1,1,1,1,1,1,0.8,0.2,0.8,0.4,0,0.4,0.4,0.2,0.2,0.2,0,0,0.2,0,0
170,50.5,0.5,28,3,2.5,2.5,4,4.5,4.5,4.5,4,4.5,5,3.5,3.5,,,,,0.5,0.5,0,0.5,1,1,1,1,0.5,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0
171,51,0.5,26,1.5,2.5,3.5,4.5,3,4,4,4.5,4,3,3.5,2,,,,,0,0.5,0.5,1,0.5,0.5,1,1,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0
172,48,1,26.5,3.5,3.25,3,4.25,4.5,4.25,4,3.5,4,4,3.5,3.5,,,,,0.25,0.5,0.25,0.75,0.75,0.75,0.75,0.75,0.25,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0
173,48,1,22,2.5,3.5,3,4,4,4,4.5,4.5,3.5,4,3.5,3,,,,,0,0.5,0,1,1,1,1,1,1,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0
174,50,0.5,27.5,2,2.5,3.5,5,4.5,4.5,4.5,4,5,3.5,2,2,,,,,0,0.5,0.5,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0
175,52.5,0.5,31.5,3,3,3.5,5,4,4,4.5,3.5,4,4.5,4,4,,,,,0,0.5,0.5,1,1,1,1,0.5,1,0.5,1,1,1,0,0,0,0,0,0,0,0,0,0
176,55,0.5,29,1.5,3,2.5,4,2.5,3,3.5,4,5,5,3.5,3,,,,,0,0.5,0.5,1,0.5,0.5,0.5,1,0.5,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0
177,34,0.5,12,1,2,3,4,5,5,5,5,,,4,4,1,1,1,1,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0,0,0.5,0.5,1,1,1,1,1,0.5,0,1,0,0.5
179,39.66667,0.5,16.66667,1.666667,2.666667,2.666667,4,4,3.333333,4.666667,4.666667,3.333333,3.333333,3.666667,2.666667,1,1,1,1,0,0.25,0.25,0.5,0.5,0.25,0.75,0.75,0.75,0.25,0.25,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0.25,0,0.25
180,,0,,3,3,4,4,5,5,4,3,5,5,3,3,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0
182,47,0,30,4,3.5,2,4,4.5,4.5,4.5,3.5,3,3,2,2,0,0,1,1,0.5,0.5,0,0.5,1,1,1,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5
183,40.5,1,15.5,4.5,4.5,4,5,5,5,5,4,3.5,3.5,2,3.5,1,1,1,1,1,1,0.5,1,1,1,1,0.5,1,0.5,0.5,0,0.5,1,1,0.5,0,0,0,0,0,0,0.5
184,34.33333,0.6666667,8.333333,2.666667,2.666667,3.666667,4.333333,4.333333,4.333333,3.666667,3.333333,2,1.666667,3,2.666667,1,1,1,1,0.3333333,0.3333333,0.6666667,1,0.6666667,0.6666667,0.6666667,0.6666667,0.6666667,0,0,0.6666667,0,0.3333333,0.3333333,0.3333333,0,0.3333333,0,0,0,0,0.3333333
185,49,0,25,2,4,3,5,4,4,5,4,5,5,4,2,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0
187,43.85714,0.4444444,18.28572,3,2.833333,3.428571,4.285714,3.714286,3.714286,3.857143,3.428571,3.857143,4,3,3.285714,1,1,1,0.75,0.2222222,0.1111111,0.3333333,0.6666667,0.4444444,0.4444444,0.6666667,0.5555556,0.4444444,0.5555556,0.5555556,0.2222222,0.4444444,0.2222222,0.4444444,0.4444444,0.3333333,0.3333333,0.1111111,0,0.3333333,0,0.4444444
189,38.21739,0.7037037,14.56522,2.2,2.2,3.6,4.32,4.2,4.04,4.52,4.12,3.68,2.84,2.24,1.64,0.9473684,0.8947368,0.8947368,0.8421053,0.1111111,0.1851852,0.4814815,0.8148148,0.7407407,0.7037037,0.8888889,0.8148148,0.5555556,0.5555556,0.2222222,0.3333333,0,0.3333333,0.6296296,0.6666667,0.5185185,0.3703704,0.0740741,0.2592593,0.4074074,0,0.4444444
193,44,0.75,13.66667,3.333333,3.666667,2,4.666667,3.333333,3.333333,4.333333,4.333333,3.666667,3.333333,3.333333,2.333333,,,,,0.25,0.5,0,0.75,0.25,0.25,0.75,0.75,0.75,0.5,0.5,0.25,0,0,0,0,0,0,0,0,0,0,0
194,28.5,0.5,1,4,4,3.5,4,3,3,3.5,3.5,4,4,4,4,,,,,1,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0,0,0,0,0,0
195,41.44444,0.5714286,14.94444,2.666667,3.111111,3.166667,4.529412,4.111111,3.833333,4.388889,3.833333,2.823529,3.117647,2.882353,2.176471,0.7272727,0.5454546,0.9090909,0.9090909,0.2857143,0.3809524,0.3809524,0.7619048,0.6666667,0.5714286,0.8095238,0.4761905,0.6190476,0.2857143,0.2857143,0.3809524,0.1428571,0.2857143,0.4285714,0.3809524,0.3809524,0.1904762,0.047619,0,0.2857143,0.0952381,0.3809524
